HRV,Timestamp
0.0,1502540490.875
171.875,1502540492.109375
231.52198719680072,1502540492.421875
219.86323874172325,1502540493.875
374.53095666446586,1502540494.65625
419.691171283686,1502540495.46875
425.7604054296649,1502540496.296875
422.48491068422715,1502540497.0625
415.217386913243,1502540497.765625
400.3203063251351,1502540498.40625
384.704618294058,1502540498.890625
376.1984430519184,1502540499.578125
363.06831598337783,1502540500.34375
351.2009195001924,1502540500.90625
345.6958060521798,1502540501.671875
296.7260132330989,1502540502.296875
158.78052896231017,1502540503.15625
77.42029105368137,1502540503.765625
77.1059171848923,1502540504.453125
89.64770369653216,1502540505.375
85.52341098512507,1502540505.921875
87.11793637002916,1502540506.25
101.26157341262281,1502540506.625
105.74445492831639,1502540507.421875
115.23133481375274,1502540508.296875
111.85797705684651,1502540508.796875
112.08046952344971,1502540509.609375
113.55444055336521,1502540510.15625
113.55444055336523,1502540510.859375
118.62427051075672,1502540511.421875
125.97277731716484,1502540512.078125
121.13360313584941,1502540512.6875
121.81038972894866,1502540513.5
115.18808792357738,1502540514.046875
116.14116208842583,1502540514.875
107.88433904995154,1502540515.4375
93.70348548460876,1502540515.71875
98.46761160764633,1502540516.1875
91.62667746327585,1502540517.0625
89.45993047924887,1502540517.65625
91.38164951097643,1502540518.421875
99.59960498804959,1502540519.0625
97.53340487732542,1502540519.328125
91.19744651380188,1502540519.78125
75.27486039695201,1502540520.046875
79.58614502681728,1502540520.578125
98.60034715872672,1502540521.25
107.39831896178043,1502540521.9375
119.99714335460368,1502540522.578125
119.99714335460368,1502540522.796875
129.48352689529622,1502540523.296875
124.88535080234794,1502540523.828125
126.47113419196106,1502540524.71875
128.77452492047834,1502540525.296875
126.89884288885622,1502540525.765625
119.23174470129717,1502540526.4375
123.90403633467922,1502540526.96875
131.26062882133175,1502540527.5625
134.26297537341577,1502540528.171875
138.93184213924496,1502540528.765625
137.94660916539266,1502540529.34375
139.77652906396114,1502540529.953125
117.16623956803986,1502540530.578125
109.97127009149123,1502540531.28125
110.75568062549355,1502540532.015625
84.7626676162836,1502540532.734375
55.084654818094045,1502540533.40625
53.75711865532275,1502540534.171875
36.62687294960254,1502540534.859375
117.16623956803984,1502540535.578125
124.26040767604269,1502540535.8125
159.31308821478106,1502540536.28125
176.06004676519964,1502540537.234375
173.2644728932169,1502540537.75
173.2644728932169,1502540538.5
173.2644728932169,1502540539.21875
173.2644728932169,1502540539.953125
169.5253352325672,1502540540.609375
166.14101844578926,1502540541.40625
167.05691781980798,1502540542.125
170.9448392727303,1502540542.8125
183.42999780403355,1502540543.515625
178.58537891937152,1502540543.765625
164.28632084515357,1502540544.296875
164.02833098994498,1502540545.125
151.12777571259605,1502540545.75
159.09401501076306,1502540546.734375
159.85945776601676,1502540547.21875
159.85945776601676,1502540547.96875
151.8021262135652,1502540548.6875
148.1855407259075,1502540549.609375
148.86903571904526,1502540550.25
143.834720209978,1502540551.015625
133.8215718407293,1502540551.59375
116.80422015075273,1502540552.484375
111.52340608692684,1502540553.109375
114.05791331286801,1502540553.84375
118.03477718722459,1502540554.4375
126.19506059872275,1502540555.125
127.92048292657579,1502540555.859375
117.48474207545298,1502540556.578125
115.0420096433499,1502540556.859375
110.98599471823883,1502540557.3125
119.6697148026345,1502540558.046875
121.48784825486432,1502540558.765625
149.10730993361042,1502540559.515625
151.8021262135652,1502540559.765625
150.7522921463301,1502540560.3125
150.0690742318894,1502540560.9375
154.437833201517,1502540561.65625
158.76483841145782,1502540562.390625
158.76483841145782,1502540563.109375
157.52034611051207,1502540563.921875
157.52034611051207,1502540564.65625
139.27659224936878,1502540565.40625
138.93184213924496,1502540566.171875
138.93184213924496,1502540567.09375
136.1469914044923,1502540567.734375
136.1469914044923,1502540568.46875
90.6975430978127,1502540569.171875
72.26077703677966,1502540569.890625
72.95556694376884,1502540570.625
126.58926713670944,1502540571.328125
134.49008034934195,1502540571.5625
136.69483209154512,1502540572.09375
136.36639178812067,1502540572.890625
137.56683933201714,1502540573.53125
136.653820223339,1502540574.21875
133.3320046702507,1502540574.875
141.0716051648985,1502540575.734375
137.21779365449717,1502540576.265625
140.09252932601075,1502540576.96875
141.08926339568052,1502540577.703125
141.08926339568052,1502540578.421875
142.19293132708023,1502540579.125
162.24546514408786,1502540579.828125
141.2657243031113,1502540580.046875
155.00138865408232,1502540580.453125
153.3897973356056,1502540581.296875
153.64538294065198,1502540581.921875
152.86512203807084,1502540582.75
148.42071602210828,1502540583.28125
153.04835258907423,1502540583.921875
147.5790834020208,1502540584.515625
153.04835258907426,1502540585.28125
147.33833777418974,1502540585.71875
148.7225378203983,1502540586.328125
143.41409289472332,1502540586.9375
135.2474127053634,1502540587.640625
124.78057910155077,1502540588.453125
132.67643840815697,1502540588.859375
124.36060961771535,1502540589.640625
124.74563564663356,1502540590.390625
144.7798898944779,1502540591.375
